dip_angle_deg,trace_length_m
2.363969914033077657e+01,8.357653879774403771e-01
1.242890645633451641e+01,2.365304154475006693e-01
4.243511631852024379e+01,2.253240422321025893e-01
4.243511631852024379e+01,5.077378815428236214e-01
3.859977512620389462e+01,1.229308412530193628e+00
3.859977512620392304e+01,7.023267924951659413e-01
3.859977512620361040e+01,9.657891891839055776e-02
8.786822520196437836e+00,5.585465770664034268e-01
1.474339887501798785e-01,1.044551350121802474e-01
1.474339887500093482e-01,7.951100916030385823e-01
1.474339887498956614e-01,3.032763067498987497e-01
1.450284225633367896e+01,6.506753990993915382e-01
1.450284225633367896e+01,6.256252245007306589e-01
3.315695799188688397e+01,4.658195180325307994e-01
3.315695799188696924e+01,3.572932344472035116e-01
1.540431707399022798e+00,1.710611340598723606e-01
1.540431707398965955e+00,1.300547160749772724e+00
1.540431707398994376e+00,4.179785008424046766e-01
1.540431707398909111e+00,2.465570779480485419e-01
1.540431707398909111e+00,7.335700028088617541e-01
1.540431707398965955e+00,9.156608832558972288e-01
1.540431707399193328e+00,1.192121205159832747e-01
1.890181045630018275e+01,3.428149184420701268e-01
1.890181045630004064e+01,6.140818655426676376e-01
1.890181045630026802e+01,1.881216623668351129e-01
2.887095166369903154e+00,9.990952545111662919e-02
3.967175078345462680e+01,2.275156580599740630e-01
3.967175078345462680e+01,5.598154508367254589e-01
3.967175078345459838e+01,4.756840681890166511e-01
1.032957471557887175e+01,1.181824450503475704e-01
1.032957471557892859e+01,8.978854300988983184e-01
2.113231943221762776e+00,3.973756530830936939e-01
3.670438668807037175e+01,3.315116724786653091e-01
3.670438668807040017e+01,4.458269948713605157e-01
2.181398903368972242e+01,1.054340012404647142e+00
2.181398903368958031e+01,1.030469755186194658e-01
4.444835447240620852e+01,3.822102465273941041e-01
4.444835447240623694e+01,3.020384008272368193e-01
9.861812718445435166e+00,1.439194982526908362e+00
9.861812718445435166e+00,5.903241097821196881e-01
4.294472774374298751e+01,3.673128301598838075e-01
4.294472774374298751e+01,1.783942005464012270e+00
4.294472774374304436e+01,4.705058743618068529e-01
1.082545427838340402e+01,7.586422123496301406e-01
1.082545427838340402e+01,2.675063047513265291e-01
4.536531439516693354e+00,7.664881624595929477e-01
4.536531439516380715e+00,8.148998410961133532e-02
3.021787562174722552e+00,1.862672930259113402e+00
3.021787562175092035e+00,2.139768557353577405e-01
3.021787562174722552e+00,3.250506249013704330e-01
3.108512260252609849e+01,2.746560890649843989e-01
3.108512260252609849e+01,1.497512462280479628e+00
9.213734264485566428e+00,6.728050961709435285e-01
9.213734264485339054e+00,2.272067879976417404e-01
9.213734264485594849e+00,3.236424156014511833e-01
9.213734264485481162e+00,4.854371335433127488e-01
4.190428944770243902e+01,2.588756272875222253e-01
4.190428944770246744e+01,8.962291762524500216e-01
1.010893942904658616e+01,9.254814250315577251e-01
1.010893942904661458e+01,5.645698869717808988e-01
1.694900376023838362e+00,4.988735722040922305e-01
1.694900376023667832e+00,9.463172404274027005e-02
2.441074868431309142e+01,5.887182945870367279e-01
2.441074868431317668e+01,8.846265587954283971e-01
4.134357090806588531e+01,1.812824544684284445e-01
4.134357090806585688e+01,4.541667393075461967e-01
4.134357090806588531e+01,8.306138579203530270e-01
4.134357090806591373e+01,1.770829616902216963e-01
8.228931468911468983e+00,4.310098412253454137e-01
8.228931468911468983e+00,1.301979272040193925e+00
8.228931468911412139e+00,2.834208591006813216e-01
4.356109494343400002e+01,8.888817590724354400e-02
4.356109494343397159e+01,6.107798201964986795e-01
1.794071743497624993e+00,9.644887927065554090e-01
1.794071743497624993e+00,6.776550192941452888e-01
4.233825880684884169e+01,6.357762083475128057e-01
4.233825880684887011e+01,5.447689343270170070e-01
4.233825880684898380e+01,2.523609384240243503e-01
3.858682255027807173e+01,1.007038843487990942e-01
3.858682255027815700e+01,1.124825735801903814e+00
3.858682255027807173e+01,2.039022848315654168e-01
3.858682255027844121e+01,1.478896383761850730e-01
3.596327817183916409e+01,6.126360548854399291e-01
2.849175311741427663e+01,1.225694571959842633e-01
2.849175311741419137e+01,1.045785862493007423e+00
4.410432638134793137e+01,2.244459372281504272e-01
2.770813181879935883e+01,7.160605745277888179e-01
5.124387239338688005e+00,3.046280465697472351e-01
5.124387239338830113e+00,1.321893319963876601e-01
4.310495445504787426e+01,7.026483877174480863e-01
4.310495445504784584e+01,4.500854395203334191e-01
1.944345764117312569e+01,2.472912933713397599e-01
2.169547823723394231e+01,2.120638002081052798e-01
2.169547823723399915e+01,3.731579257437887542e-01
2.046027044299987097e+01,4.599789989205043117e-01
2.046027044299989939e+01,7.891405100199921918e-01
3.143706106231550734e+01,1.304177159974408085e+00
3.143706106231545050e+01,4.980633452205728839e-01
3.671447826898656785e+01,1.841212594185166695e+00
4.363764889771169919e+01,1.788361312615693033e-01
3.020689483615572613e+01,2.545431522633925248e-01
3.020689483615566928e+01,6.146200104775882966e-01
3.020689483615566928e+01,6.170108474862583403e-01
1.477420791168697178e+01,1.865196967322647392e+00
1.477420791168700021e+01,5.169444220756935771e-01
3.956200383254329722e+01,1.070321908169452385e+00
3.956200383254321196e+01,3.447259875110778582e-01
3.956200383254309827e+01,9.320969758605009148e-02
3.822260058950661232e+00,4.781346579580804113e-01
3.822260058950604389e+00,6.191882217700698243e-01
1.213152079610151191e+01,1.487775441624510087e-01
1.213152079610151191e+01,2.543477852371072157e-01
2.143299635150478366e+01,2.067153184385528142e-01
2.143299635150461313e+01,6.995074864723612729e-01
2.143299635150489735e+01,1.881466875044794651e-01
2.012228279141712051e+01,6.424636696825370974e-01
2.012228279141697840e+01,2.988175399594100168e-01
1.721696853172036867e+01,1.160514461608449954e+00
1.721696853172034025e+01,8.405800895414154983e-01
1.724633134435862303e+01,1.152481239241188060e+00
1.724633134435862303e+01,1.866761687932154690e-01
4.364628643845210831e+01,1.116382225314052068e-01
5.398593835998326540e+00,1.704826409066460435e+00
4.123593390220770516e+01,1.668251759602210338e-01
4.123593390220767674e+01,3.048380254828393920e-01
4.123593390220776200e+01,3.191750535596299954e-01
4.123593390220776200e+01,5.261021775131755618e-01
4.123593390220776200e+01,5.347380072526051187e-01
4.177894186810581800e+01,1.044455644434426067e-01
4.177894186810581800e+01,7.265317399852341262e-01
1.574907887494202896e+01,5.993733267448767554e-01
1.574907887494191527e+01,4.481185884127849572e-01
4.118425105581997059e+01,1.169454717308098912e+00
4.118425105581988532e+01,3.727527561158197056e-01
4.973174887709291170e+00,9.551431818940337992e-01
4.973174887709348013e+00,1.725477943352467236e-01
1.019455490168155620e+00,5.100316594007014981e-01
1.019455490168212464e+00,1.396809375596024250e-01
2.879918392281950901e+00,3.507039989962930648e-01
2.879918392281979322e+00,4.869474565677179845e-01
2.879918392281950901e+00,1.568370041889775857e-01
2.879918392281979322e+00,1.907095133565711031e-01
4.222927812952832483e-01,4.441154405295255625e-01
4.222927812953116700e-01,6.517708841632082750e-01
3.583631078945359150e+00,3.401230388622908940e-01
3.583631078945387571e+00,2.793457774210716948e-01
3.583631078945529680e+00,7.589182997188197444e-01
1.176463107462038238e+01,7.689484824528386442e-01
1.176463107462041080e+01,3.290612479914812871e-01
1.176463107462041080e+01,9.097465953582524190e-01
1.176463107462049607e+01,1.928599618807511629e-01
3.318191810511052608e+01,6.721011222154551490e-01
3.318191810511052608e+01,1.012230056341300033e+00
4.273531719809426477e+00,9.060255058078954538e-02
4.273531719809398055e+00,1.508877802893243136e-01
1.168202872853723306e+01,4.808668769120201247e-01
1.168202872853728991e+01,7.205946051479721337e-01
1.168202872853720464e+01,1.016164715581863387e+00
4.297736607841207501e+01,1.694073937861094725e-01
4.297736607841213186e+01,3.235821666707613953e-01
1.045738946646469003e+01,3.888927110630981399e-01
1.045738946646440581e+01,3.786847603693589970e-01
1.045738946646451950e+01,1.651174699577018790e-01
1.279547384125189069e+01,2.783479480084642965e-01
1.279547384125126541e+01,1.134851865731183740e-01
1.319431055802854758e+01,3.659470399361155479e-01
1.319431055802846231e+01,5.503908250245733713e-01
3.862467032158753000e+01,2.888484023359211283e-01
3.862467032158747315e+01,7.086539208507781629e-01
1.368994607124483309e+01,1.393343635268391167e-01
1.368994607124463414e+01,3.303570904176001410e-01
1.368994607124488994e+01,5.591203773865588422e-01
4.369854563497932531e+01,2.861045734944493990e-01
4.369854563497972322e+01,9.458878008581489416e-02
2.585472045466531199e+00,9.374890616613204553e-02
2.585472045466275404e+00,8.278052572560502531e-01
2.585472045466360669e+00,5.260612077679374110e-01
2.585472045466389091e+00,1.904689329616281179e-01
2.585472045466246982e+00,1.321060723654744196e-01
2.585472045466303825e+00,2.558013875636735435e-01
4.099678244674572625e+01,4.979719277042813919e-01
4.221226057154115097e+01,1.549894280745256758e-01
4.221226057154126465e+01,5.211018782088020496e-01
4.221226057154140676e+01,2.101022746305706845e-01
4.221226057154126465e+01,2.863629317341969127e-01
1.577627197955735028e+01,7.384583917609039982e-01
1.577627197955729343e+01,2.953301590773333429e-01
1.577627197955740712e+01,2.791177333667371196e-01
2.189469679724427920e+01,4.112114439828761236e-01
2.189469679724425077e+01,5.596820663786271632e-01
4.387857223511679194e+01,4.107567549690492315e-01
4.387857223511667826e+01,6.548816571062451297e-01
9.919708524830753049e+00,3.664281086686166922e-01
9.919708524830525675e+00,5.454699404744030033e-01
3.961102511035275597e+01,4.122956877491989469e-01
3.961102511035284124e+01,4.687603147065386167e-01
3.404580900329182214e+01,9.504559225971628833e-02
3.404580900329162318e+01,1.716523938076502720e+00
3.404580900329170845e+01,7.175899995247698726e-01
1.614531097817234695e+01,4.650462099324061405e-01
1.614531097817231853e+01,2.254059479697343715e-01
1.614531097817237537e+01,2.174457303432333066e-01
3.251361833070410512e+01,6.105521306994496911e-01
2.070624370942823589e+01,7.645481617855982570e-01
2.070624370942823589e+01,6.116528375095539038e-01
2.372840189840644598e+01,7.409335413567705864e-01
2.372840189840644598e+01,5.304002876877851325e-01
4.176492656115499358e+00,2.676389786564251083e-01
2.099570996942929924e+01,1.359670214756492079e+00
3.557770497864112258e+00,3.093852151730303590e-01
3.557770497864140680e+00,4.581297741870028473e-01
4.234259956399898783e+01,5.556166374637814265e-01
4.234259956399907310e+01,8.422333442588058050e-01
1.432264639413921259e+01,4.485923458255711704e-01
1.432264639413901364e+01,2.476082699983538082e-01
9.314969927072809242e-01,4.931009449446216442e-01
9.314969927071672373e-01,4.984008586708285060e-01
9.517866036621740022e+00,4.312002478251775184e-01
2.619970928994030146e+01,2.755277453454023640e-01
3.875639172038063407e+01,1.602448179153260321e+00
3.875639172038066249e+01,4.100521090713991068e-01
3.775580492103475194e+01,4.621291519429367445e-01
3.775580492103460983e+01,1.735065038894029743e-01
3.775580492103469510e+01,4.717567791332282212e-01
5.593610589858428739e-01,1.193878377567064941e+00
5.593610589858144522e-01,5.897450989553144618e-01
2.240995467058377244e+01,1.376080387454322596e-01
2.240995467058380086e+01,1.474771361637106981e+00
5.589160291710783213e+00,4.447270559179749005e-01
5.589160291710868478e+00,8.317434903270010116e-01
3.909220702364109457e+01,6.269649181200704913e-01
3.909220702364109457e+01,1.503962714848333659e-01
3.700352250016297262e+01,2.697222123860624765e-01
3.700352250016283051e+01,5.773610292349762307e-01
3.700352250016317157e+01,1.888279344276881655e-01
4.368394889635970912e+01,3.522303561043045317e-01
3.958976613124846722e+01,1.062460368278778100e-01
3.958976613124838195e+01,2.605246851150119225e-01
3.958976613124832511e+01,4.047312847751935450e-01
3.958976613124835353e+01,5.496301582075994174e-01
3.958976613124832511e+01,3.739665908871626088e-01
3.498091722372922163e+01,3.411089780896546242e-01
3.498091722372919321e+01,2.900132916813849548e-01
3.498091722372913637e+01,6.885763355818043108e-01
4.196362715098075569e+01,2.524748571567339561e-01
4.196362715098058516e+01,1.122195906215693456e-01
3.859084443887672933e+01,1.311609824542719627e-01
3.859084443887695670e+01,5.322261530919611960e-01
3.859084443887704197e+01,1.151311704446349587e-01
3.924004978733131566e+01,3.616111327293016764e-01
3.924004978733134408e+01,1.360184740859657904e+00
4.337689369451243238e+01,3.693219527333482244e-01
4.337689369451263133e+01,1.282879863282222199e-01
1.343108316650699408e+00,4.029910482837554264e-01
1.343108316650642564e+00,6.622617260309137110e-01
1.025852044229392845e+01,5.645085610848440405e-01
1.025852044229392845e+01,2.419823064626701326e-01
1.094082908006390653e+01,1.538711164765181605e-01
1.094082908006384969e+01,4.525239074655034166e-01
4.025934878736731548e+01,6.209825326031365167e-01
4.025934878736734390e+01,1.036384435758199052e+00
3.340405586874112487e+01,9.017579048999877500e-01
3.715062834788125201e+01,2.857089530032146940e-01
4.242631771950976827e+01,2.468289581775192087e-01
4.242631771950982511e+01,1.509553513442514427e+00
1.445473586325533688e+01,7.939302869659240480e-01
1.445473586325539372e+01,1.520264792284568012e-01
1.445473586325533688e+01,7.032465693952849595e-01
3.853352563222847493e+01,2.198776910360083492e-01
3.200511499308055363e+01,3.700240870711856145e-01
3.200511499308015573e+01,1.695712113264017662e-01
2.992960353149101138e+00,2.256496703951255955e-01
2.992960353149300090e+00,2.619000465686995294e-01
2.992960353148930608e+00,1.991208338485933316e-01
2.992960353148902186e+00,8.288449764104917350e-02
1.009337387862606761e+01,3.300038407666904261e-01
1.009337387862609603e+01,1.954688332226227621e-01
1.009337387862618129e+01,5.623402147725906630e-01
4.041121290531015120e+01,3.373436992023475800e-01
4.041121290531003751e+01,5.596585656940928910e-01
3.685591826448217034e+01,9.736741214867700167e-01
3.685591826448222719e+01,1.162639510427318612e+00
1.660719540668708305e+00,5.419869908385572810e-01
1.660719540668509353e+00,1.981879295524658358e-01
1.660719540668623040e+00,3.081376379969420487e-01
6.907164158764970807e+00,3.199508139681793706e-01
6.907164158765283446e+00,5.346224981961060774e-01
6.907164158765226603e+00,2.594414330988477624e-01
1.978908955701623995e+01,1.100509097789186486e+00
1.978908955701646732e+01,9.649341271655448304e-02
1.078385580447505276e+01,3.372830956218619280e-01
1.078385580447502434e+01,4.795081432162620061e-01
4.117609009961597621e+01,3.836742708441284178e-01
4.117609009961589095e+01,1.695629239528032850e-01
4.117609009961600464e+01,6.903310748208325576e-01
1.046066881273873150e+01,1.175771467498897049e+00
1.623312238370971272e+00,7.904119742080957245e-01
1.623312238371227068e+00,8.041237825008649975e-02
3.167320301639830404e+01,1.637274467191142946e-01
3.167320301639858826e+01,1.602634266898138593e-01
5.583992502652364465e+00,1.588394777337378272e-01
5.583992502652108669e+00,5.296115626419466427e-01
5.583992502652108669e+00,9.406714009750323235e-01
1.147944911965188908e+01,9.604336973658711418e-02
1.147944911965171855e+01,7.849157611315799032e-01
4.098131741629458702e+00,1.211607554259210295e-01
4.098131741630083980e+00,3.211719515969259642e-01
4.098131741629828184e+00,4.569425551504857075e-01
4.280382356140790989e+01,1.415027023746666390e-01
4.280382356140768252e+01,4.913218126739252178e-01
1.899488577037115533e+01,5.804480258938130577e-01
3.070997739792798598e+01,9.450485234541344814e-01
3.070997739792787229e+01,1.483949603224040126e-01
6.217519417405071636e+00,7.698130787681836118e-01
6.217519417405299009e+00,2.616577081844195241e-01
3.136053029447822382e+00,8.014933585693237994e-01
3.136053029447879226e+00,2.075359277284186399e-01
4.247644000221040983e+01,8.014611792149097802e-01
2.753430326934898176e+01,4.407413324051553949e-01
2.753430326934898176e+01,1.028673208774990577e+00
1.435936642228668347e+01,8.036066347395452725e-02
4.385170500841923058e+01,9.697888320929786143e-01
4.385170500841920216e+01,4.186791298536272632e-01
4.385170500841917374e+01,2.221384686821159249e-01
4.438675185316242278e+01,7.481427563411764403e-01
4.438675185316273542e+01,1.573446479783702778e-01
4.438675185316230909e+01,4.872330079301308015e-01
4.438675185316253646e+01,3.413233590354269320e-01
4.438675185316236593e+01,5.527005120099228730e-01
3.116969048394821584e+01,1.007512776422926359e+00
3.300783774233423173e+01,8.333177955615133081e-01
3.300783774233420331e+01,8.984248328194310851e-02
1.573193257092498243e+01,1.331785116955362058e+00
1.573193257092503927e+01,1.902899161689597385e-01
9.809811799786984921e+00,1.519931470176422439e-01
9.809811799787013342e+00,3.820072363469427246e-01
9.809811799786928077e+00,4.799859574718290389e-01
3.379789320984846768e+01,5.262712809372399603e-01
1.497039736714216929e+01,2.555649264584074487e-01
1.497039736714202718e+01,3.050881477443243561e-01
3.654682880616738316e+01,2.767425417150564115e-01
3.654682880616746843e+01,4.511393168660590147e-01
4.495807728264475145e+01,5.719686969114312625e-01
4.495807728264486514e+01,3.248140380816540995e-01
4.495807728264472303e+01,9.377248427008558207e-02
3.315678987186399240e+01,1.170286971954161759e+00
3.315678987186402082e+01,1.842751510232284451e-01
6.375653052236827989e+00,5.876160971887871565e-01
6.375653052236856411e+00,3.176652651980985120e-01
2.283913653809577227e-01,4.936314784349818963e-01
2.283913653809293010e-01,1.317969248530247439e-01
4.349399263272047733e+01,1.603615914028437284e-01
4.349399263272067628e+01,3.184086246375899543e-01
4.349399263272059102e+01,2.984078893497447704e-01
4.349399263272067628e+01,1.951341467593456225e-01
1.426471103564836085e+01,9.595169512571761761e-01
4.488136872416356482e+01,4.213760857849679908e-01
4.488136872416365009e+01,8.242914236073733969e-01
4.178721976233651958e+01,3.621352025618345682e-01
4.178721976233651958e+01,3.479801465935848381e-01
4.427001238334912614e+01,3.728749331096374298e-01
4.427001238334921140e+01,9.428829437010705083e-01
2.915051780641076107e+01,9.752220697900214619e-01
3.820939684985202689e+01,1.658399259509020451e+00
3.820939684985216900e+01,3.453996202764340606e-01
2.659647823311388493e+00,8.842233851390370880e-01
2.659647823311360071e+00,2.955740392461599364e-01
8.165668991859917014e+00,3.316915189514290097e-01
8.165668991860059123e+00,7.369524461987121411e-01
8.165668991859945436e+00,1.314305993070101763e+00
1.069351580925274448e+01,2.519766167025385695e-01
1.069351580925285816e+01,9.368700643972130981e-01
1.069351580925288658e+01,5.398986836215815543e-01
1.069351580925282974e+01,3.860162603553841665e-01
6.363824531435795961e+00,2.218358172639264825e-01
6.363824531435938070e+00,4.303960744985566023e-01
6.363824531436165444e+00,4.874191492434441497e-01
4.179716426180664257e+01,2.852369898551144756e-01
4.179716426180695521e+01,9.609185856411371629e-02
4.368634712649514995e+01,4.913443394092540939e-01
3.892117597628393355e+01,1.319112733224715728e-01
3.892117597628376302e+01,3.440320594724997627e-01
3.892117597628381986e+01,4.258705915547245646e-01
4.305173204164040612e+01,1.215858111773328865e-01
4.305173204164017875e+01,3.062536028171272129e-01
4.305173204164017875e+01,3.985559312053250647e-01
3.719101483002293662e+01,3.854224210548528595e-01
3.719101483002316400e+01,1.463849260159038879e-01
3.158428643597295604e+01,4.365744087330123424e-01
1.463765316177159548e+01,1.092432992508226119e+00
1.463765316177153863e+01,1.800746419129795051e-01
6.063891128869755676e+00,1.076557396281780488e+00
6.063891128869698832e+00,7.541846517706689568e-01
4.030008477391672272e+01,3.927050700558967211e-01
4.030008477391692168e+01,3.798965514688592560e-01
