dip_angle_deg,trace_length_m
2.791682258946832462e+01,8.106833627883047733e-02
1.784698415198361943e+01,8.322610192847901267e-01
3.733715372043662484e+01,9.464050586291383738e-01
1.085853179334659835e+01,1.009517293991418541e+00
3.019056331599129450e+01,9.198821244636142813e-01
3.415298699517749270e+01,1.646111364406537270e-01
2.943499457091110116e+01,2.656857590656667156e-01
1.231058797216965672e+01,1.311896666631051644e-01
3.804220953374169767e+01,6.118211459877364033e-01
2.436152808484623122e+01,6.586715828310494292e-01
3.083995930035604971e+01,1.168801785836821594e-01
2.954785968409860075e+01,5.147504779665244001e-01
2.786873048753480830e+01,1.386558577044821661e+00
7.827156800776716494e+00,4.061228226377728845e-01
2.545773027115498621e+01,1.125136845921002937e+00
3.810926761943849073e+01,9.700663163411418211e-01
9.729921303223713736e+00,1.198908606081436901e-01
2.255537869990806854e+01,7.687401551580008707e-01
3.215541925979781013e+01,1.052490613155452337e+00
4.234722158638759737e+01,5.908082812137545048e-01
2.685655034263623619e+01,7.650789959836652443e-01
3.591635791235589892e+01,8.748218208858471456e-02
2.809422541293317011e+01,1.770711394100763503e-01
2.981250706594443756e+01,4.538382853412024076e-01
1.745577376219442201e+01,9.396013753974346017e-01
1.875031193601903112e+01,3.119307433449541866e-01
1.657630476169290645e+01,1.455397782914758409e+00
3.210758580244145577e+01,7.571514670915382439e-01
4.301501515670673115e+01,4.665282236058381216e-01
3.131642051856016451e+01,2.866686656071180117e-01
3.664944746182297308e+01,3.189077001636637654e-01
4.249650237034074252e+01,2.474587329303634675e-01
1.949737169779873103e+00,6.346087457077929095e-01
2.227756543317811477e+01,7.314322853044619155e-01
2.218704224098473432e+01,8.641781261078107512e-01
2.918143177405001154e+01,3.554193488669448175e-01
4.491230698884467643e+01,1.068583718508437697e+00
6.612013176782054025e+00,3.105992003947042335e-01
4.315466105821545284e+01,2.637697739900839444e-01
4.456436225445927768e+00,3.515791768163019082e-01
3.415857199346653061e+01,8.189286380117568598e-01
1.720789892482551764e+01,2.799701493840329736e-01
2.235124027705754202e+01,3.523296666461308568e-01
2.834480094141325424e+01,1.228859595246043490e-01
1.272212709649468643e+01,2.299463353063847526e-01
3.271470566745847464e+01,1.236878578900589609e+00
2.853209631750349118e+01,2.386777171859737479e-01
6.197640089085306947e+00,1.189595345317417951e+00
3.800650917459276457e+01,1.775953652363533308e-01
1.378297735936938651e+01,9.490153910090501910e-01
1.139539589756140536e+01,1.109998119548574191e-01
1.219313922571009101e+01,2.515419153242737238e-01
2.342942878953178010e+01,8.375825955156157576e-01
3.188719833735379083e+01,6.454810773576884486e-01
4.095707567408680916e+01,8.096164849355848014e-01
1.146577181294559722e+01,6.226230635216194464e-01
2.601298070861956191e+01,1.467987774510368659e-01
3.088996006641537662e+01,9.468609715510771796e-01
3.247094659600448185e+00,5.103461894333349846e-01
3.228219876182257053e+01,6.975367825913447728e-01
1.170211583375931674e+01,1.560276996563322083e+00
3.540642934734974290e+01,8.296481326419296032e-01
1.890307462541388972e+01,1.165524882126193873e+00
4.014843885786834221e+01,9.063796785258777522e-01
4.125713424989954348e+01,1.022065156885377135e+00
3.776360234362072532e+01,2.872198335439318129e+00
2.363969914033083697e+01,2.129080815524924564e+00
1.242890645633451818e+01,2.365304154475006415e-01
4.243511631852024379e+01,7.330619237749260719e-01
3.859977512620389462e+01,2.028214123943756775e+00
8.786822520196450270e+00,5.585465770664042040e-01
1.474339887501784352e-01,1.202841533365134330e+00
1.450284225633368607e+01,1.276300623600122197e+00
3.315695799188689818e+01,8.231127524797303696e-01
1.540431707399018357e+00,3.904586880180843877e+00
1.890181045630018630e+01,1.145018446351575792e+00
2.887095166369893828e+00,9.990952545111664307e-02
3.967175078345461259e+01,1.263015177085716978e+00
1.032957471557887352e+01,1.016067875149246014e+00
2.113231943221776987e+00,3.973756530830936384e-01
3.670438668807036464e+01,7.773386673500239930e-01
2.181398903368972952e+01,1.157386987923265664e+00
4.444835447240619430e+01,6.842486473546278702e-01
9.861812718445435166e+00,2.029519092309028050e+00
4.294472774374300172e+01,2.621760709985704096e+00
1.082545427838340757e+01,1.026148517100958113e+00
4.536531439516700459e+00,8.479781465692273201e-01
3.021787562174724329e+00,2.401700410895841742e+00
3.108512260252609849e+01,1.772168551345464138e+00
9.213734264485553993e+00,1.709091433313352670e+00
4.190428944770243902e+01,1.155104803539968250e+00
1.010893942904659148e+01,1.490051312003340289e+00
1.694900376023837252e+00,5.935052962468229110e-01
2.441074868431310207e+01,1.473344853382464681e+00
4.134357090806587109e+01,1.643146013386551196e+00
8.228931468911472535e+00,2.016409972366221659e+00
4.356109494343400002e+01,6.996679961037408635e-01
1.794071743497623217e+00,1.642143812000699921e+00
4.233825880684885590e+01,1.432906081098552331e+00
3.858682255027807173e+01,1.577321543358449762e+00
3.596327817183916409e+01,6.126360548854399291e-01
2.849175311741426952e+01,1.168355319688988203e+00
4.410432638134793848e+01,2.244459372281504272e-01
2.770813181879936238e+01,7.160605745277885958e-01
5.124387239338695110e+00,4.368173785661325637e-01
4.310495445504787426e+01,1.152733827237780950e+00
1.944345764117313635e+01,2.472912933713397043e-01
2.169547823723393165e+01,5.852217259518903703e-01
2.046027044299988162e+01,1.249119508940497170e+00
3.143706106231550024e+01,1.802240505194985909e+00
3.671447826898656785e+01,1.841212594185166473e+00
4.363764889771168498e+01,1.788361312615691645e-01
3.020689483615573323e+01,1.486174010227236941e+00
1.477420791168697356e+01,2.382141389398341413e+00
3.956200383254329012e+01,1.508257593266568275e+00
3.822260058950660788e+00,1.097322879728150458e+00
1.213152079610152256e+01,4.031253293995578080e-01
2.143299635150478366e+01,1.094369492415384837e+00
2.012228279141712761e+01,9.412812096419527208e-01
1.721696853172037223e+01,2.001094551149866341e+00
1.724633134435861948e+01,1.339157408034403307e+00
4.364628643845210831e+01,1.116382225314049847e-01
5.398593835998317658e+00,1.704826409066460879e+00
4.123593390220771226e+01,1.851678439768474904e+00
4.177894186810581090e+01,8.309773044286759003e-01
1.574907887494204317e+01,1.047491915157670928e+00
4.118425105581995638e+01,1.542207473423914621e+00
4.973174887709290282e+00,1.127690976229282604e+00
1.019455490168151623e+00,6.497125969603063655e-01
2.879918392281954453e+00,1.185197973109559211e+00
4.222927812952828597e-01,1.095886324692732838e+00
3.583631078945371584e+00,1.378387116002178558e+00
1.176463107462038948e+01,2.200616287683321293e+00
3.318191810511053319e+01,1.684331178556755182e+00
4.273531719809430918e+00,2.414903308701135121e-01
1.168202872853724017e+01,2.217626197641857644e+00
4.297736607841206791e+01,4.929895604568754752e-01
1.045738946646468115e+01,9.326949413901659547e-01
1.279547384125189247e+01,3.918331345815504463e-01
1.319431055802854935e+01,9.163378649606831461e-01
3.862467032158751579e+01,9.975023231867004014e-01
1.368994607124482954e+01,1.028811831330993964e+00
4.369854563497933242e+01,3.806933535802898838e-01
2.585472045466536528e+00,2.025991764080915303e+00
4.099678244674571204e+01,4.979719277042820025e-01
4.221226057154114386e+01,1.172556512648094351e+00
1.577627197955734317e+01,1.312906284204971463e+00
2.189469679724427209e+01,9.708935103615043971e-01
4.387857223511678484e+01,1.065638412075297525e+00
9.919708524830738838e+00,9.118980491430077606e-01
3.961102511035274887e+01,8.810560024557458902e-01
3.404580900329181503e+01,2.529159529860989242e+00
1.614531097817235406e+01,9.078978882453738741e-01
3.251361833070409801e+01,6.105521306994496911e-01
2.070624370942823234e+01,1.376200999295152272e+00
2.372840189840645309e+01,1.271333829044555497e+00
4.176492656115485147e+00,2.676389786564250528e-01
2.099570996942929568e+01,1.359670214756492079e+00
3.557770497864120696e+00,7.675149893600323736e-01
4.234259956399898073e+01,1.397849981722589341e+00
1.432264639413920371e+01,6.962006158239195663e-01
9.314969927072945799e-01,9.915018036154581438e-01
9.517866036621745351e+00,4.312002478251772963e-01
2.619970928994031567e+01,2.755277453454021419e-01
3.875639172038063407e+01,2.012500288224658096e+00
3.775580492103474484e+01,1.107392434965570605e+00
5.593610589858455384e-01,1.783623476522381068e+00
2.240995467058376178e+01,1.612379400382543571e+00
5.589160291710776107e+00,1.276470546244972359e+00
3.909220702364110167e+01,7.773611896049037462e-01
3.700352250016297972e+01,1.035911176048723181e+00
4.368394889635972334e+01,3.522303561043045317e-01
3.958976613124846011e+01,1.695098755812841196e+00
3.498091722372922874e+01,1.319698605352852994e+00
4.196362715098076279e+01,3.646944477783045091e-01
3.859084443887673643e+01,7.785183059908634684e-01
3.924004978733130145e+01,1.721795873588958692e+00
4.337689369451242527e+01,4.976099390615540408e-01
1.343108316650712286e+00,1.065252774314675577e+00
1.025852044229392845e+01,8.064908675475138677e-01
1.094082908006389587e+01,6.063950239420221600e-01
4.025934878736732259e+01,1.657366968361335680e+00
3.340405586874111066e+01,9.017579048999886382e-01
3.715062834788124491e+01,2.857089530032146385e-01
4.242631771950978248e+01,1.756382471620030916e+00
1.445473586325532445e+01,1.649203335589666697e+00
3.853352563222846072e+01,2.198776910360082937e-01
3.200511499308056784e+01,5.395952983975815798e-01
2.992960353149114905e+00,7.695550484534559033e-01
1.009337387862606761e+01,1.087812888761907182e+00
4.041121290531016541e+01,8.970022648964430800e-01
3.685591826448218455e+01,2.136313631914088518e+00
1.660719540668707861e+00,1.048312558387967552e+00
6.907164158764981465e+00,1.114014745263151696e+00
1.978908955701624706e+01,1.197002510505760231e+00
1.078385580447504211e+01,8.167912388381237676e-01
4.117609009961599043e+01,1.243568269617764344e+00
1.046066881273872085e+01,1.175771467498897493e+00
1.623312238370959504e+00,8.708243524581646966e-01
3.167320301639831115e+01,3.239908734089416154e-01
5.583992502652357359e+00,1.629122441350727257e+00
1.147944911965189974e+01,8.809591308681552491e-01
4.098131741629458702e+00,8.992752621733196561e-01
4.280382356140789568e+01,6.328245150486120352e-01
1.899488577037115178e+01,5.804480258938129467e-01
3.070997739792798953e+01,1.093443483776528780e+00
6.217519417405072524e+00,1.031470786952594088e+00
3.136053029447813500e+00,1.009029286297745021e+00
4.247644000221041694e+01,8.014611792149097802e-01
2.753430326934897465e+01,1.469414541180146472e+00
1.435936642228667637e+01,8.036066347395465215e-02
4.385170500841922347e+01,1.610606430628718666e+00
4.438675185316242278e+01,2.286744283295024438e+00
3.116969048394823005e+01,1.007512776422926581e+00
3.300783774233422463e+01,9.231602788434560836e-01
1.573193257092497177e+01,1.522075033124321131e+00
9.809811799786972486e+00,1.013986340836413369e+00
3.379789320984846768e+01,5.262712809372396272e-01
1.497039736714216041e+01,5.606530742027442393e-01
3.654682880616737606e+01,7.278818585811186459e-01
4.495807728264474434e+01,9.905552192631694730e-01
3.315678987186399240e+01,1.354562122977390537e+00
6.375653052236832430e+00,9.052813623868862791e-01
2.283913653809631072e-01,6.254284032880080835e-01
4.349399263272047733e+01,9.723122521495142223e-01
1.426471103564836440e+01,9.595169512571755099e-01
4.488136872416356482e+01,1.245667509392339056e+00
4.178721976233650537e+01,7.101153491554175190e-01
4.427001238334913324e+01,1.315757876810707216e+00
2.915051780641076817e+01,9.752220697900215729e-01
3.820939684985202689e+01,2.003798879785458453e+00
2.659647823311400927e+00,1.179797424385196747e+00
8.165668991859924120e+00,2.382949958220244913e+00
1.069351580925274448e+01,2.114761625076715834e+00
6.363824531435809284e+00,1.139651041005941501e+00
4.179716426180664257e+01,3.813288484192305372e-01
4.368634712649514285e+01,4.913443394092538163e-01
3.892117597628393355e+01,9.018139243497027557e-01
4.305173204164040612e+01,8.263953451997982924e-01
3.719101483002293662e+01,5.318073470707567196e-01
3.158428643597294538e+01,4.365744087330121204e-01
1.463765316177159548e+01,1.272507634421201850e+00
6.063891128869757452e+00,1.830742048052448112e+00
4.030008477391671562e+01,1.803970553675007471e+00
3.718579028500215600e+01,9.543275250714289282e-01
4.103232290013691852e+01,8.208915818002684439e-01
1.550170770613467930e+01,2.275579798233295925e-01
6.732875893358033714e+00,1.325771555522152756e+00
7.459707220550606976e+00,1.450479140232789455e+00
6.709761422826042043e+00,1.455262750394427762e+00
3.121691726963056368e+01,9.442881342974160930e-01
9.827052630716915260e+00,2.041883517192370157e+00
1.182600444881243362e+01,7.249332129750873932e-01
3.275875472696499457e+01,1.471109517751469919e+00
3.836221819161446689e+01,9.609220074387350152e-01
1.904281687689946523e+01,1.546364473234555170e+00
2.418572113383755884e+00,1.776332743592208274e-01
1.442571622668777920e+01,5.225653584334555291e-01
8.680873021949198076e+00,4.572912799529009753e-01
3.463865580735730276e+01,5.164530665094400064e-01
3.786958106327800522e+01,1.096566035190015054e+00
4.287126307608510878e+00,5.653004000718233613e-01
1.240565881831575901e+01,4.086033730146748644e-01
4.266024769982322340e+01,9.696371839844308838e-02
1.440499430755317833e+00,4.789019941307582351e-01
2.562191435135904172e+01,9.659246705421575818e-01
2.434004977229063726e+01,6.757844972208986167e-01
6.753964992240097054e+00,1.512164916981004303e+00
8.518672089557968619e+00,7.989943348929247069e-01
1.759602696402025046e+00,6.612632742430464283e-01
3.940656465478256365e+01,1.648054358260502283e-01
1.518419005558830648e+01,1.411730580433028681e+00
4.180694298818700361e+01,1.207069159963596761e+00
3.740015377057703461e+01,3.727691366184577859e-01
1.911292369128195290e+01,7.179536444649492477e-01
2.366841554059650221e+01,1.816435345254431510e+00
4.290757233859041264e+01,3.506345783395528048e-01
